2019-10-23 08:07:49,593 [ 1] ERROR Main - TerminalConfigFileHandler : setPathsInConfigFile > Unable to update value in config file : C:\Users\Public\Documents\Automation Anywhere Client Files\v11\ConfigFiles\TE\Ttwin.ini
2019-10-23 08:24:38,338 [ 1] INFO  Main - Program:Main > AAMain start.
2019-10-23 08:24:39,197 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > Before Invoke
2019-10-23 08:24:39,197 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.AutoLoginInfo

2019-10-23 08:24:39,369 [ 1] INFO  Main - IAuthentication.AutoAuthenticate > After Invoke
2019-10-23 08:24:39,650 [ 1] INFO  Main - IAuthentication.FetchType > Before Invoke
2019-10-23 08:24:39,650 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:24:39,681 [ 1] INFO  Main - IAuthentication.FetchType > After Invoke
2019-10-23 08:24:39,713 [ 1] INFO  Main - SaveServerSetting > Server settings saved.
2019-10-23 08:24:39,728 [ 1] INFO  Main - getADClientInfo > marcato
2019-10-23 08:24:39,807 [ 1] INFO  Main - IAuthentication.ADAuthenticate > Before Invoke
2019-10-23 08:24:39,807 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.Security.Authentication.Model.LoginInfo

2019-10-23 08:24:40,400 [ 1] INFO  Main - IAuthentication.ADAuthenticate > After Invoke
2019-10-23 08:24:40,416 [ 1] INFO  Main - ADUserLogin > Access Token found.
2019-10-23 08:24:40,494 [ 1] INFO  Main - saveLoggedinUserInfo > Logged in User info is saved.
2019-10-23 08:24:40,525 [ 1] INFO  Main - IConfigurationService.Get > Before Invoke
2019-10-23 08:24:40,525 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = System.Collections.Generic.List`1[Automation.CR.ClientSdk.Config.Configuration]

2019-10-23 08:24:40,634 [ 1] INFO  Main - IConfigurationService.Get > After Invoke
2019-10-23 08:24:40,634 [ 1] INFO  Main - ILicenseService.GetLicense > Before Invoke
2019-10-23 08:24:40,634 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:24:40,650 [ 1] INFO  Main - ILicenseService.GetLicense > After Invoke
2019-10-23 08:24:40,650 [ 1] INFO  Main - isLicenseInfoRetrieved > LicenseInfo available.
2019-10-23 08:24:40,650 [ 1] INFO  Main - ADUserLogin > Centralized Configuration and License Info retrieved.
2019-10-23 08:24:40,650 [ 1] INFO  Main - createRegistry > Registry entry created for login.
2019-10-23 08:24:40,666 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 08:24:40,666 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 08:24:40,728 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 08:24:43,260 [ 1] INFO  Main - IHealthBlipRestService.Send > Before Invoke
2019-10-23 08:24:43,260 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = Automation.CR.ClientSdk.HealthBlip.Model.DeviceHealthRequest

2019-10-23 08:24:43,385 [ 1] ERROR Main - IHealthBlipRestService.Send > Exception has been thrown by the target of an invocation.
2019-10-23 08:24:43,400 [ 1] INFO  Main - IHealthBlipRestService.Send > After Invoke
2019-10-23 08:24:43,400 [ 1] ERROR Main - sendDeviceHealth > Exception has been thrown by the target of an invocation.
2019-10-23 08:24:43,400 [ 1] INFO  Main - sendDeviceHealth > Device Health send.
2019-10-23 08:24:43,416 [ 1] INFO  Main - updateCustomUrls > CustomUrls not found.
2019-10-23 08:24:43,478 [ 1] INFO  Main - saveServerConfigurations > Server configuration saved.
2019-10-23 08:24:43,478 [ 1] INFO  Main - processADLogin > Windows Authentication Completed.
2019-10-23 08:24:44,072 [ 1] INFO  Main - TerminalConfigFileHandler : HandleFileCopyAndUpdateActions > Entry
2019-10-23 08:24:44,088 [ 1] ERROR Main - TerminalConfigFileHandler : setPathsInConfigFile > Unable to update value in config file : C:\Users\Public\Documents\Automation Anywhere Client Files\v11\ConfigFiles\TE\Ttwin.ini
2019-10-23 08:29:45,774 [16] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:29:45,774 [16] INFO  Main - Arguments > Count = 0

2019-10-23 08:29:45,833 [16] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:34:46,769 [16] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:34:46,769 [16] INFO  Main - Arguments > Count = 0

2019-10-23 08:34:46,831 [16] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:39:46,841 [17] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:39:46,841 [17] INFO  Main - Arguments > Count = 0

2019-10-23 08:39:46,881 [17] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:44:46,902 [28] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:44:46,902 [28] INFO  Main - Arguments > Count = 0

2019-10-23 08:44:46,971 [28] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:49:46,973 [30] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:49:46,973 [30] INFO  Main - Arguments > Count = 0

2019-10-23 08:49:47,008 [30] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:54:47,019 [32] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:54:47,019 [32] INFO  Main - Arguments > Count = 0

2019-10-23 08:54:47,102 [32] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 08:59:47,112 [34] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 08:59:47,112 [34] INFO  Main - Arguments > Count = 0

2019-10-23 08:59:47,174 [34] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:04:47,194 [36] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:04:47,194 [36] INFO  Main - Arguments > Count = 0

2019-10-23 09:04:47,249 [36] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:09:47,250 [38] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:09:47,250 [38] INFO  Main - Arguments > Count = 0

2019-10-23 09:09:47,295 [38] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:14:47,305 [40] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:14:47,305 [40] INFO  Main - Arguments > Count = 0

2019-10-23 09:14:47,341 [40] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:19:47,358 [42] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:19:47,358 [42] INFO  Main - Arguments > Count = 0

2019-10-23 09:19:47,394 [42] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:24:47,405 [44] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:24:47,405 [44] INFO  Main - Arguments > Count = 0

2019-10-23 09:24:47,505 [44] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:29:47,506 [42] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:29:47,506 [42] INFO  Main - Arguments > Count = 0

2019-10-23 09:29:47,609 [42] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:34:47,626 [40] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:34:47,626 [40] INFO  Main - Arguments > Count = 0

2019-10-23 09:34:47,669 [40] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:39:47,676 [37] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:39:47,676 [37] INFO  Main - Arguments > Count = 0

2019-10-23 09:39:47,740 [37] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:44:47,743 [36] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:44:47,743 [36] INFO  Main - Arguments > Count = 0

2019-10-23 09:44:47,776 [36] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:49:47,780 [34] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:49:47,780 [34] INFO  Main - Arguments > Count = 0

2019-10-23 09:49:47,812 [34] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:54:47,831 [32] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:54:47,831 [32] INFO  Main - Arguments > Count = 0

2019-10-23 09:54:47,865 [32] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 09:59:47,870 [30] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 09:59:47,870 [30] INFO  Main - Arguments > Count = 0

2019-10-23 09:59:47,902 [30] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:04:47,922 [28] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:04:47,922 [28] INFO  Main - Arguments > Count = 0

2019-10-23 10:04:48,078 [28] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:09:48,098 [17] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:09:48,098 [17] INFO  Main - Arguments > Count = 0

2019-10-23 10:09:48,176 [17] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:14:48,186 [ 6] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:14:48,186 [ 6] INFO  Main - Arguments > Count = 0

2019-10-23 10:14:48,217 [ 6] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:19:48,222 [29] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:19:48,222 [29] INFO  Main - Arguments > Count = 0

2019-10-23 10:19:48,254 [29] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:24:48,274 [31] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:24:48,274 [31] INFO  Main - Arguments > Count = 0

2019-10-23 10:24:48,305 [31] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:29:48,324 [33] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:29:48,324 [33] INFO  Main - Arguments > Count = 0

2019-10-23 10:29:48,355 [33] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:34:48,372 [35] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:34:48,372 [35] INFO  Main - Arguments > Count = 0

2019-10-23 10:34:48,419 [35] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:39:48,436 [38] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:39:48,436 [38] INFO  Main - Arguments > Count = 0

2019-10-23 10:39:48,514 [38] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:44:48,529 [39] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:44:48,529 [39] INFO  Main - Arguments > Count = 0

2019-10-23 10:44:48,607 [39] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:49:48,630 [41] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:49:48,630 [41] INFO  Main - Arguments > Count = 0

2019-10-23 10:49:48,661 [41] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:54:48,669 [18] INFO  Main - IUserService.GetPermissions > Before Invoke
2019-10-23 10:54:48,669 [18] INFO  Main - Arguments > Count = 0

2019-10-23 10:54:48,715 [18] INFO  Main - IUserService.GetPermissions > After Invoke
2019-10-23 10:56:51,322 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 10:56:51,322 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 10:56:51,380 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 10:56:51,389 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > Before Invoke
2019-10-23 10:56:51,389 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = \Automation Anywhere

2019-10-23 10:56:51,528 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > After Invoke
2019-10-23 10:56:51,806 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 10:56:51,806 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 10:56:51,845 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 10:56:51,852 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > Before Invoke
2019-10-23 10:56:51,852 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = \Automation Anywhere

2019-10-23 10:56:51,913 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > After Invoke
2019-10-23 10:56:52,024 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 10:56:52,024 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 10:56:52,063 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 10:56:52,069 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > Before Invoke
2019-10-23 10:56:52,069 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = \Automation Anywhere\My Tasks

2019-10-23 10:56:52,169 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > After Invoke
2019-10-23 10:56:57,523 [ 1] INFO  Main - IUserService.Get > Before Invoke
2019-10-23 10:56:57,523 [ 1] INFO  Main - Arguments > Count = 0

2019-10-23 10:56:57,564 [ 1] INFO  Main - IUserService.Get > After Invoke
2019-10-23 10:56:57,571 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > Before Invoke
2019-10-23 10:56:57,571 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = \Automation Anywhere\My Tasks

2019-10-23 10:56:57,646 [ 1] INFO  Main - IRepositoryService.GetSubdirectoriesAndFiles > After Invoke
2019-10-23 10:56:57,802 [ 1] INFO  Main - Task:Load > Start
2019-10-23 10:56:57,896 [ 1] INFO  Main - Task:Load > End
2019-10-23 10:56:58,046 [ 1] INFO  Main - IRepositoryService.GetFileStatus > Before Invoke
2019-10-23 10:56:58,046 [ 1] INFO  Main - Arguments > Count = 1
Arg[0] = System.Collections.Generic.List`1[Automation.CR.ClientSdk.ServerRepository.Upload.UploadCheckRequest]

2019-10-23 10:56:58,196 [ 1] INFO  Main - IRepositoryService.GetFileStatus > After Invoke
